Instance: RCO2,,
Generation,Optiomal Value,Time
,<polygon class='fil6 str1' points=',
,"2.0,2.0",
,"4.0,5.0",
,"0.0,5.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,10.0",
,"4.0,10.0",
,"4.0,15.0",
,"0.0,15.0",
,/>,
,<polygon class='fil6 str1' points=',
,"4.0,10.0",
,"8.0,10.0",
,"8.0,15.0",
,"4.0,15.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,7.0",
,"0.0,5.0",
,"2.0,5.0",
,"2.0,7.0",
,/>,
,<polygon class='fil6 str1' points=',
,"10.0,5.0",
,"11.0,7.0",
,"10.0,9.0",
,"7.0,9.0",
,"6.0,7.0",
,"7.0,5.0",
,/>,
,<polygon class='fil6 str1' points=',
,"11.0,0.0",
,"12.0,1.0",
,"12.0,4.0",
,"7.0,4.0",
,"7.0,2.0",
,"9.0,0.0",
,/>,
,<polygon class='fil6 str1' points=',
,"4.0,13.0",
,"3.0,14.0",
,"0.0,14.0",
,"0.0,9.0",
,"2.0,9.0",
,"4.0,11.0",
,/>,
,<polygon class='fil6 str1' points=',
,"12.0,13.0",
,"10.0,14.0",
,"8.0,13.0",
,"8.0,10.0",
,"10.0,9.0",
,"12.0,10.0",
,/>,
,13,
,,
,<polygon class='fil6 str1' points=',
,"5.0,5.0",
,"0.0,5.0",
,"0.0,0.0",
,"1.0,0.0",
,"5.0,4.0",
,/>,
,<polygon class='fil6 str1' points=',
,"1.0,5.0",
,"3.0,5.0",
,"4.0,6.0",
,"4.0,8.0",
,"3.0,9.0",
,"1.0,9.0",
,"0.0,8.0",
,"0.0,6.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,10.0",
,"1.0,9.0",
,"4.0,9.0",
,"4.0,14.0",
,"2.0,14.0",
,"0.0,12.0",
,/>,
,<polygon class='fil6 str1' points=',
,"6.0,0.0",
,"8.0,3.0",
,"4.0,3.0",
,/>,
,<polygon class='fil6 str1' points=',
,"4.0,6.0",
,"5.0,5.0",
,"8.0,5.0",
,"8.0,10.0",
,"6.0,10.0",
,"4.0,8.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,9.0",
,"4.0,9.0",
,"4.0,14.0",
,"0.0,14.0",
,/>,
,<polygon class='fil6 str1' points=',
,"4.0,11.0",
,"6.0,10.0",
,"8.0,11.0",
,"8.0,14.0",
,"6.0,15.0",
,"4.0,14.0",
,/>,
,<polygon class='fil6 str1' points=',
,"8.0,1.0",
,"10.0,0.0",
,"12.0,1.0",
,"12.0,4.0",
,"10.0,5.0",
,"8.0,4.0",
,/>,
,<polygon class='fil6 str1' points=',
,"6.0,10.0",
,"8.0,13.0",
,"4.0,13.0",
,/>,
,<polygon class='fil6 str1' points=',
,"13.0,5.0",
,"13.0,9.0",
,"8.0,9.0",
,"8.0,5.0",
,/>,
,<polygon class='fil6 str1' points=',
,"13.0,14.0",
,"8.0,14.0",
,"8.0,9.0",
,"9.0,9.0",
,"13.0,13.0",
,/>,
,<polygon class='fil6 str1' points=',
,"1.0,0.0",
,"3.0,0.0",
,"4.0,1.0",
,"4.0,3.0",
,"3.0,4.0",
,"1.0,4.0",
,"0.0,3.0",
,"0.0,1.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,6.0",
,"0.0,4.0",
,"2.0,4.0",
,"2.0,6.0",
,/>,
,<polygon class='fil6 str1' points=',
,"0.0,8.0",
,"0.0,6.0",
,"2.0,6.0",
,"2.0,8.0",
,/>,
