Instance: SHAPES4,,
Generation,Optiomal Value,Time
111, 25, 38095 milliseconds
112, 25, 43781 milliseconds
113, 25, 45363 milliseconds
114, 25, 47150 milliseconds
115, 25, 40996 milliseconds
116, 25, 36977 milliseconds
117, 25, 41831 milliseconds
118, 25, 44282 milliseconds
119, 25, 46699 milliseconds
120, 25, 43479 milliseconds
121, 25, 36704 milliseconds
122, 25, 41280 milliseconds
123, 25, 44205 milliseconds
124, 25, 48874 milliseconds
125, 25, 46021 milliseconds
126, 25, 37515 milliseconds
127, 25, 42460 milliseconds
128, 25, 46893 milliseconds
129, 25, 47744 milliseconds
130, 25, 47892 milliseconds
131, 25, 35220 milliseconds
132, 25, 40639 milliseconds
133, 25, 43424 milliseconds
134, 25, 45847 milliseconds
135, 25, 47613 milliseconds
136, 25, 34311 milliseconds
137, 25, 39683 milliseconds
138, 25, 43254 milliseconds
139, 25, 46683 milliseconds
140, 25, 47271 milliseconds
141, 25, 36323 milliseconds
142, 25, 38352 milliseconds
143, 25, 42023 milliseconds
144, 25, 44822 milliseconds
145, 25, 47533 milliseconds
146, 25, 38262 milliseconds
147, 24, 38715 milliseconds
148, 24, 43453 milliseconds
149, 24, 46642 milliseconds
150, 24, 47491 milliseconds
151, 24, 41734 milliseconds
152, 24, 37951 milliseconds
153, 24, 42221 milliseconds
154, 24, 44465 milliseconds
155, 24, 46850 milliseconds
156, 24, 45623 milliseconds
157, 24, 38813 milliseconds
158, 24, 42730 milliseconds
159, 24, 45805 milliseconds
160, 24, 46551 milliseconds
161, 24, 45446 milliseconds
162, 24, 36019 milliseconds
163, 24, 39683 milliseconds
164, 24, 43602 milliseconds
165, 24, 46586 milliseconds
166, 24, 47096 milliseconds
167, 24, 36047 milliseconds
168, 24, 40934 milliseconds
169, 24, 44551 milliseconds
170, 24, 46350 milliseconds
171, 24, 48394 milliseconds
172, 24, 35176 milliseconds
173, 24, 39227 milliseconds
174, 24, 42938 milliseconds
175, 24, 45117 milliseconds
176, 24, 47468 milliseconds
177, 24, 36581 milliseconds
178, 24, 37965 milliseconds
179, 24, 41685 milliseconds
180, 24, 45080 milliseconds
181, 24, 46448 milliseconds
182, 24, 40138 milliseconds
183, 24, 37126 milliseconds
184, 24, 41518 milliseconds
185, 24, 44582 milliseconds
186, 24, 46137 milliseconds
187, 24, 43738 milliseconds
188, 24, 35741 milliseconds
189, 24, 40056 milliseconds
190, 24, 43965 milliseconds
191, 24, 46626 milliseconds
192, 24, 47407 milliseconds
193, 24, 35761 milliseconds
194, 24, 40042 milliseconds
195, 24, 43699 milliseconds
196, 24, 45080 milliseconds
197, 24, 47084 milliseconds
198, 24, 35165 milliseconds
199, 24, 40185 milliseconds
200, 24, 44276 milliseconds
201, 24, 47182 milliseconds
202, 24, 47748 milliseconds
203, 24, 37869 milliseconds
204, 24, 39200 milliseconds
205, 24, 42954 milliseconds
206, 24, 45296 milliseconds
207, 24, 47979 milliseconds
208, 24, 41275 milliseconds
209, 24, 37626 milliseconds
210, 24, 41946 milliseconds
211, 24, 44083 milliseconds
212, 24, 47237 milliseconds
213, 24, 43441 milliseconds
214, 24, 37543 milliseconds
215, 24, 41430 milliseconds
216, 24, 44049 milliseconds
217, 24, 45865 milliseconds
218, 24, 45958 milliseconds
219, 24, 34344 milliseconds
220, 24, 39920 milliseconds
221, 24, 43615 milliseconds
222, 24, 44894 milliseconds
223, 24, 47500 milliseconds
224, 24, 35023 milliseconds
225, 24, 39063 milliseconds
226, 24, 42549 milliseconds
227, 24, 45437 milliseconds
228, 24, 47790 milliseconds
229, 24, 37527 milliseconds
230, 24, 38190 milliseconds
231, 24, 42681 milliseconds
232, 24, 45992 milliseconds
233, 24, 47792 milliseconds
234, 24, 39577 milliseconds
235, 24, 37857 milliseconds
236, 24, 41710 milliseconds
237, 24, 44438 milliseconds
238, 24, 46506 milliseconds
239, 24, 42258 milliseconds
240, 24, 36295 milliseconds
241, 24, 40429 milliseconds
242, 24, 43905 milliseconds
243, 24, 46321 milliseconds
244, 24, 44738 milliseconds
245, 24, 35017 milliseconds
246, 24, 40144 milliseconds
247, 24, 42854 milliseconds
248, 24, 45670 milliseconds
249, 24, 47626 milliseconds
250, 24, 34664 milliseconds
251, 24, 39472 milliseconds
252, 24, 42364 milliseconds
253, 24, 45357 milliseconds
254, 24, 47465 milliseconds
255, 24, 38010 milliseconds
256, 24, 39195 milliseconds
257, 24, 43036 milliseconds
258, 24, 44890 milliseconds
259, 24, 46931 milliseconds
260, 24, 38914 milliseconds
261, 24, 37618 milliseconds
262, 24, 41350 milliseconds
263, 24, 44506 milliseconds
264, 24, 46146 milliseconds
265, 24, 40992 milliseconds
266, 24, 36360 milliseconds
267, 24, 41995 milliseconds
268, 24, 44330 milliseconds
269, 24, 46041 milliseconds
270, 24, 43525 milliseconds
271, 24, 35289 milliseconds
272, 24, 40127 milliseconds
273, 24, 43009 milliseconds
274, 24, 45766 milliseconds
275, 24, 46921 milliseconds
276, 24, 36001 milliseconds
277, 24, 40695 milliseconds
278, 24, 44306 milliseconds
279, 24, 45080 milliseconds
280, 24, 47013 milliseconds
281, 24, 34694 milliseconds
282, 24, 38305 milliseconds
283, 24, 42291 milliseconds
284, 24, 44882 milliseconds
285, 24, 46399 milliseconds
286, 24, 36108 milliseconds
287, 24, 37153 milliseconds
288, 24, 42214 milliseconds
289, 24, 45046 milliseconds
290, 24, 46359 milliseconds
291, 24, 39029 milliseconds
292, 24, 36586 milliseconds
293, 24, 40703 milliseconds
294, 24, 43262 milliseconds
295, 24, 45844 milliseconds
296, 24, 42459 milliseconds
297, 24, 35833 milliseconds
298, 24, 39870 milliseconds
